MJD,cpo_dx,cpo_dy,err_dx,err_dy
59292,0.000246,2.3e-05,0.000246,2.3e-05
59293,0.000221,6.1e-05,0.000221,6.1e-05
59294,0.000197,0.000126,0.000197,0.000126
59295,0.000187,0.000172,0.000187,0.000172
59296,0.000202,0.000178,0.000202,0.000178
59297,0.000249,0.000119,0.000249,0.000119
59298,0.000363,-5.8e-05,0.000363,5.8e-05
59299,0.000288,-2.8e-05,0.000288,2.8e-05
59300,0.000199,4.5e-05,0.000199,4.5e-05
59301,0.000201,5.1e-05,0.000201,5.1e-05
59302,0.000249,2.5e-05,0.000249,2.5e-05
59303,0.000322,-1.8e-05,0.000322,1.8e-05
59304,0.000408,-7.3e-05,0.000408,7.3e-05
59305,0.000375,-3.2e-05,0.000375,3.2e-05
59306,0.000301,3.9e-05,0.000301,3.9e-05
59307,0.000244,9.1e-05,0.000244,9.1e-05
59308,0.000197,0.00013,0.000197,0.00013
59309,0.000163,0.000152,0.000163,0.000152
59310,0.000145,0.000156,0.000145,0.000156
59311,0.000146,0.000138,0.000146,0.000138
59312,0.000182,7.7e-05,0.000182,7.7e-05
59313,0.000227,1.5e-05,0.000227,1.5e-05
59314,0.000259,8e-06,0.000259,8e-06
59315,0.000278,3.9e-05,0.000278,3.9e-05
59316,0.000284,7.7e-05,0.000284,7.7e-05
59317,0.000276,0.0001,0.000276,0.0001
59318,0.000218,5.9e-05,0.000218,5.9e-05
59319,0.000193,3e-06,0.000193,3e-06
59320,0.000267,-4.2e-05,0.000267,4.2e-05
59321,0.000305,-6.8e-05,0.000305,6.8e-05
59322,0.000263,-7.7e-05,0.000263,7.7e-05
59323,0.000187,-7.5e-05,0.000187,7.5e-05
59324,0.000109,-7e-05,0.000109,7e-05
59325,0.000125,-7e-05,0.000125,7e-05
59326,0.000174,-7.6e-05,0.000174,7.6e-05
59327,0.000223,-9e-05,0.000223,9e-05
59328,0.000211,-0.000159,0.000211,0.000159
59329,0.000171,-0.000245,0.000171,0.000245
59330,0.00014,-0.000308,0.00014,0.000308
59331,0.000139,-0.000322,0.000139,0.000322
59332,0.000228,-0.000208,0.000228,0.000208
59333,0.000325,-7.5e-05,0.000325,7.5e-05
59334,0.00038,1.1e-05,0.00038,1.1e-05
59335,0.000336,5.6e-05,0.000336,5.6e-05
59336,0.000222,6.7e-05,0.000222,6.7e-05
59337,0.000132,4.7e-05,0.000132,4.7e-05
59338,0.00015,0.0,0.00015,0.0
59339,0.000414,-7.5e-05,0.000414,7.5e-05
59340,0.000254,-0.000111,0.000254,0.000111
59341,0.000137,-8.9e-05,0.000137,8.9e-05
59342,0.000126,-5.7e-05,0.000126,5.7e-05
59343,0.00012,-4.3e-05,0.00012,4.3e-05
59344,0.000131,-5.1e-05,0.000131,5.1e-05
59345,0.000155,-8.9e-05,0.000155,8.9e-05
59346,0.00019,-0.000171,0.00019,0.000171
59347,0.000246,-0.000193,0.000246,0.000193
59348,0.000316,-0.000149,0.000316,0.000149
59349,0.000327,-9.8e-05,0.000327,9.8e-05
59350,0.000294,-5.7e-05,0.000294,5.7e-05
59351,0.000251,-2.9e-05,0.000251,2.9e-05
59352,0.000217,-2.4e-05,0.000217,2.4e-05
59353,0.000214,-5.4e-05,0.000214,5.4e-05
59354,0.000273,-0.000136,0.000273,0.000136
59355,0.000283,-0.000221,0.000283,0.000221
59356,0.000253,-0.000254,0.000253,0.000254
59357,0.00021,-0.000229,0.00021,0.000229
59358,0.000166,-0.000178,0.000166,0.000178
59359,0.000131,-0.000125,0.000131,0.000125
59360,0.00012,-9.4e-05,0.00012,9.4e-05
59361,0.00017,-0.000151,0.00017,0.000151
59362,0.000232,-0.000224,0.000232,0.000224
59363,0.000254,-0.00025,0.000254,0.00025
59364,0.000245,-0.000238,0.000245,0.000238
59365,0.000224,-0.000208,0.000224,0.000208
59366,0.000205,-0.000169,0.000205,0.000169
59367,0.000225,-0.000151,0.000225,0.000151
59368,0.000259,-0.000139,0.000259,0.000139
59369,0.00029,-0.000127,0.00029,0.000127
59370,0.000227,-0.000105,0.000227,0.000105
59371,0.000142,-8.1e-05,0.000142,8.1e-05
59372,0.000115,-6.5e-05,0.000115,6.5e-05
59373,0.000197,-6.3e-05,0.000197,6.3e-05
59374,0.000503,-7.9e-05,0.000503,7.9e-05
59375,0.000295,-0.000141,0.000295,0.000141
59376,0.000106,-0.000154,0.000106,0.000154
59377,0.000189,-0.000101,0.000189,0.000101
59378,0.000341,-4.1e-05,0.000341,4.1e-05
59379,0.000369,-4.1e-05,0.000369,4.1e-05
59380,0.000281,-9.7e-05,0.000281,9.7e-05
59381,0.000224,-0.000147,0.000224,0.000147
59382,0.000196,-0.000188,0.000196,0.000188
59383,0.000184,-0.000217,0.000184,0.000217
59384,0.000186,-0.000195,0.000186,0.000195
59385,0.000192,-0.00015,0.000192,0.00015
59386,0.000195,-0.000111,0.000195,0.000111
59387,0.000187,-9.5e-05,0.000187,9.5e-05
59388,0.000114,-0.000167,0.000114,0.000167
59389,8.1e-05,-0.000232,8.1e-05,0.000232
59390,0.000169,-0.000227,0.000169,0.000227
59391,0.000247,-0.000212,0.000247,0.000212
59392,0.000263,-0.000212,0.000263,0.000212
59393,0.000246,-0.000215,0.000246,0.000215
59394,0.000212,-0.000215,0.000212,0.000215
59395,0.000197,-0.000188,0.000197,0.000188
59396,0.000189,-0.00015,0.000189,0.00015
59397,0.000185,-0.000112,0.000185,0.000112
59398,0.000219,-9.5e-05,0.000219,9.5e-05
59399,0.000269,-9.1e-05,0.000269,9.1e-05
59400,0.000313,-9e-05,0.000313,9e-05
59401,0.000334,-9e-05,0.000334,9e-05
59402,0.000321,-8.6e-05,0.000321,8.6e-05
59403,0.000249,-7.6e-05,0.000249,7.6e-05
59404,0.00019,-3.2e-05,0.00019,3.2e-05
59405,0.000171,-1e-06,0.000171,1e-06
59406,0.000186,-4e-06,0.000186,4e-06
59407,0.000218,-2.5e-05,0.000218,2.5e-05
59408,0.000252,-5.6e-05,0.000252,5.6e-05
59409,0.000241,-7.1e-05,0.000241,7.1e-05
59410,0.000214,-8.1e-05,0.000214,8.1e-05
59411,0.000187,-9.1e-05,0.000187,9.1e-05
59412,0.000173,-9.4e-05,0.000173,9.4e-05
59413,0.00017,-9.6e-05,0.00017,9.6e-05
59414,0.000173,-0.000101,0.000173,0.000101
59415,0.000184,-0.000112,0.000184,0.000112
59416,0.000208,-0.000151,0.000208,0.000151
59417,0.000234,-0.000194,0.000234,0.000194
59418,0.000255,-0.000227,0.000255,0.000227
59419,0.000259,-0.000204,0.000259,0.000204
59420,0.000247,-0.00015,0.000247,0.00015
59421,0.000219,-9.4e-05,0.000219,9.4e-05
59422,0.000173,-5.1e-05,0.000173,5.1e-05
59423,0.000104,-4e-05,0.000104,4e-05
59424,7.6e-05,-6e-05,7.6e-05,6e-05
59425,9.3e-05,-0.0001,9.3e-05,0.0001
59426,0.000174,-0.000134,0.000174,0.000134
59427,0.000277,-0.000157,0.000277,0.000157
59428,0.000347,-0.000163,0.000347,0.000163
59429,0.000338,-0.000148,0.000338,0.000148
59430,0.00017,-0.000101,0.00017,0.000101
59431,0.000235,-7.3e-05,0.000235,7.3e-05
59432,0.000353,-5e-05,0.000353,5e-05
59433,0.000386,-2.1e-05,0.000386,2.1e-05
59434,0.000376,5e-06,0.000376,5e-06
59435,0.000336,2e-05,0.000336,2e-05
59436,0.000279,1.9e-05,0.000279,1.9e-05
59437,0.000218,-5e-06,0.000218,5e-06
59438,0.000176,-0.000109,0.000176,0.000109
59439,0.000144,-0.000175,0.000144,0.000175
59440,0.000125,-0.000111,0.000125,0.000111
59441,0.000119,-5e-06,0.000119,5e-06
59442,0.000125,-7e-06,0.000125,7e-06
59443,0.000143,-5.2e-05,0.000143,5.2e-05
59444,0.000172,-0.000117,0.000172,0.000117
59445,0.00022,-0.000162,0.00022,0.000162
59446,0.000273,-0.000196,0.000273,0.000196
59447,0.000334,-0.0002,0.000334,0.0002
59448,0.000387,-0.000183,0.000387,0.000183
59449,0.000411,-0.000156,0.000411,0.000156
59450,0.000387,-0.000131,0.000387,0.000131
59451,0.000202,-0.00013,0.000202,0.00013
59452,7.3e-05,-0.000127,7.3e-05,0.000127
59453,0.000157,-0.000105,0.000157,0.000105
59454,0.000253,-5.4e-05,0.000253,5.4e-05
59455,0.00028,1.7e-05,0.00028,1.7e-05
59456,0.000272,8.2e-05,0.000272,8.2e-05
59457,0.00025,0.000118,0.00025,0.000118
59458,0.000268,3.7e-05,0.000268,3.7e-05
59459,0.000293,-8.9e-05,0.000293,8.9e-05
59460,0.000309,-0.000218,0.000309,0.000218
59461,0.000207,-0.000263,0.000207,0.000263
59462,5.6e-05,-0.000249,5.6e-05,0.000249
59463,-6.2e-05,-0.000208,6.2e-05,0.000208
59464,-0.000102,-0.00015,0.000102,0.00015
59465,-1.6e-05,-8.5e-05,1.6e-05,8.5e-05
59466,0.000296,-1.5e-05,0.000296,1.5e-05
59467,0.000288,-4.6e-05,0.000288,4.6e-05
59468,0.000191,-9.4e-05,0.000191,9.4e-05
59469,0.00017,-0.000113,0.00017,0.000113
59470,0.000181,-0.000118,0.000181,0.000118
59471,0.000211,-0.000117,0.000211,0.000117
59472,0.000233,-0.00013,0.000233,0.00013
59473,0.000253,-0.000142,0.000253,0.000142
59474,0.000271,-0.000149,0.000271,0.000149
59475,0.000278,-0.00012,0.000278,0.00012
59476,0.000273,-7.7e-05,0.000273,7.7e-05
59477,0.000259,-4.4e-05,0.000259,4.4e-05
59478,0.000233,-3.4e-05,0.000233,3.4e-05
59479,0.00017,-0.000107,0.00017,0.000107
59480,0.000136,-0.00015,0.000136,0.00015
59481,0.000186,-8e-05,0.000186,8e-05
59482,0.000225,-3.2e-05,0.000225,3.2e-05
59483,0.000232,-3.3e-05,0.000232,3.3e-05
59484,0.000226,-5.8e-05,0.000226,5.8e-05
59485,0.000216,-9.1e-05,0.000216,9.1e-05
59486,0.000233,-9.2e-05,0.000233,9.2e-05
59487,0.000258,-8.5e-05,0.000258,8.5e-05
59488,0.000283,-8.1e-05,0.000283,8.1e-05
59489,0.000319,-0.000108,0.000319,0.000108
59490,0.000349,-0.000146,0.000349,0.000146
59491,0.000354,-0.000176,0.000354,0.000176
59492,0.00032,-0.000185,0.00032,0.000185
59493,0.000173,-0.000117,0.000173,0.000117
59494,5e-05,-6.8e-05,5e-05,6.8e-05
59495,4.3e-05,-0.000103,4.3e-05,0.000103
59496,8.3e-05,-0.00013,8.3e-05,0.00013
59497,0.000128,-0.00011,0.000128,0.00011
59498,0.000176,-7.1e-05,0.000176,7.1e-05
59499,0.000217,-2.7e-05,0.000217,2.7e-05
59500,0.000243,5e-06,0.000243,5e-06
59501,0.000231,-1.4e-05,0.000231,1.4e-05
59502,0.000208,-4.5e-05,0.000208,4.5e-05
59503,0.000193,-5.4e-05,0.000193,5.4e-05
59504,0.000187,-4.8e-05,0.000187,4.8e-05
59505,0.000187,-3.9e-05,0.000187,3.9e-05
59506,0.000192,-3.7e-05,0.000192,3.7e-05
59507,0.000204,-7.6e-05,0.000204,7.6e-05
59508,0.00022,-0.000126,0.00022,0.000126
59509,0.000236,-0.000165,0.000236,0.000165
59510,0.000247,-0.000144,0.000247,0.000144
59511,0.000254,-8.7e-05,0.000254,8.7e-05
59512,0.000256,-2.7e-05,0.000256,2.7e-05
59513,0.000252,2.1e-05,0.000252,2.1e-05
59514,0.000238,0.0,0.000238,0.0
59515,0.000219,-4.8e-05,0.000219,4.8e-05
59516,0.000201,-0.0001,0.000201,0.0001
59517,0.000207,-0.000115,0.000207,0.000115
59518,0.000224,-0.000105,0.000224,0.000105
59519,0.000241,-8.5e-05,0.000241,8.5e-05
59520,0.000249,-6.1e-05,0.000249,6.1e-05
59521,0.000243,-3.8e-05,0.000243,3.8e-05
59522,0.000193,-2.6e-05,0.000193,2.6e-05
59523,0.000144,-2.1e-05,0.000144,2.1e-05
59524,0.000152,-3.3e-05,0.000152,3.3e-05
59525,0.000203,-5.6e-05,0.000203,5.6e-05
59526,0.000267,-8.1e-05,0.000267,8.1e-05
59527,0.000324,-0.0001,0.000324,0.0001
59528,0.000313,-8.7e-05,0.000313,8.7e-05
59529,0.000276,-6.4e-05,0.000276,6.4e-05
59530,0.000234,-4.1e-05,0.000234,4.1e-05
59531,0.000219,-5.3e-05,0.000219,5.3e-05
59532,0.000221,-8e-05,0.000221,8e-05
59533,0.000229,-0.000105,0.000229,0.000105
59534,0.00024,-0.000117,0.00024,0.000117
59535,0.000254,-7.2e-05,0.000254,7.2e-05
59536,0.000262,-1e-05,0.000262,1e-05
59537,0.000256,4.3e-05,0.000256,4.3e-05
59538,0.000123,2.9e-05,0.000123,2.9e-05
59539,-4.3e-05,-2.5e-05,4.3e-05,2.5e-05
59540,-0.00014,-8.7e-05,0.00014,8.7e-05
59541,-0.000101,-0.000141,0.000101,0.000141
59542,0.000183,-0.000176,0.000183,0.000176
59543,0.000223,-0.000115,0.000223,0.000115
59544,0.000318,4e-05,0.000318,4e-05
59545,0.000388,0.000124,0.000388,0.000124
59546,0.000344,8.8e-05,0.000344,8.8e-05
59547,0.000264,-4e-06,0.000264,4e-06
59548,0.000199,-0.000111,0.000199,0.000111
59549,0.000214,-0.000186,0.000214,0.000186
59550,0.000243,-0.000188,0.000243,0.000188
59551,0.000268,-0.000132,0.000268,0.000132
59552,0.000277,-9.9e-05,0.000277,9.9e-05
59553,0.000274,-9.2e-05,0.000274,9.2e-05
59554,0.000263,-9.5e-05,0.000263,9.5e-05
59555,0.000249,-0.000103,0.000249,0.000103
59556,0.000234,-0.000111,0.000234,0.000111
59557,0.000222,-0.000118,0.000222,0.000118
59558,0.000215,-0.000125,0.000215,0.000125
59559,0.000259,-0.000112,0.000259,0.000112
59560,0.000315,-9.4e-05,0.000315,9.4e-05
59561,0.00034,-8.6e-05,0.00034,8.6e-05
59562,0.000307,-9.7e-05,0.000307,9.7e-05
59563,0.000175,-0.000141,0.000175,0.000141
59564,0.000123,-0.000155,0.000123,0.000155
59565,0.000164,-0.000135,0.000164,0.000135
59566,0.000203,-0.000113,0.000203,0.000113
59567,0.000228,-9.3e-05,0.000228,9.3e-05
59568,0.000248,-7.3e-05,0.000248,7.3e-05
59569,0.000257,-5.8e-05,0.000257,5.8e-05
59570,0.00024,-5e-05,0.00024,5e-05
59571,0.000216,-5.2e-05,0.000216,5.2e-05
59572,0.000222,-9.3e-05,0.000222,9.3e-05
59573,0.000248,-0.000162,0.000248,0.000162
59574,0.000275,-0.000236,0.000275,0.000236
59575,0.000291,-0.0003,0.000291,0.0003
59576,0.000283,-0.00034,0.000283,0.00034
59577,0.000215,-0.000317,0.000215,0.000317
59578,0.000134,-0.000272,0.000134,0.000272
59579,8.4e-05,-0.00024,8.4e-05,0.00024
59580,6.6e-05,-0.000221,6.6e-05,0.000221
59581,6.7e-05,-0.000208,6.7e-05,0.000208
59582,8.2e-05,-0.0002,8.2e-05,0.0002
59583,0.000106,-0.000194,0.000106,0.000194
59584,0.000132,-0.000189,0.000132,0.000189
59585,0.00016,-0.000183,0.00016,0.000183
59586,0.000188,-0.000173,0.000188,0.000173
59587,0.000236,-0.000135,0.000236,0.000135
59588,0.000282,-8.7e-05,0.000282,8.7e-05
59589,0.0003,-5.3e-05,0.0003,5.3e-05
59590,0.000275,-4.6e-05,0.000275,4.6e-05
59591,8.5e-05,-0.000143,8.5e-05,0.000143
59592,-2.9e-05,-0.000206,2.9e-05,0.000206
59593,0.000117,-0.000133,0.000117,0.000133
59594,0.000248,-6e-05,0.000248,6e-05
59595,0.000257,-4.3e-05,0.000257,4.3e-05
59596,0.000211,-6.1e-05,0.000211,6.1e-05
59597,0.000151,-0.000103,0.000151,0.000103
59598,0.000119,-0.00016,0.000119,0.00016
59599,0.00017,-0.000226,0.00017,0.000226
59600,0.0002,-0.000218,0.0002,0.000218
59601,0.000206,-0.000249,0.000206,0.000249
59602,0.000195,-0.000324,0.000195,0.000324
59603,0.000164,-0.000335,0.000164,0.000335
59604,0.000113,-0.000188,0.000113,0.000188
59605,3.4e-05,0.000262,3.4e-05,0.000262
59606,4.6e-05,0.000291,4.6e-05,0.000291
59607,0.000141,-9.9e-05,0.000141,9.9e-05
59608,0.000181,-0.000309,0.000181,0.000309
59609,0.000174,-0.000338,0.000174,0.000338
59610,0.000158,-0.000303,0.000158,0.000303
59611,0.000151,-0.000234,0.000151,0.000234
59612,0.00022,-0.000153,0.00022,0.000153
59613,0.00026,-0.000108,0.00026,0.000108
59614,0.000197,-0.000149,0.000197,0.000149
59615,0.000139,-0.000167,0.000139,0.000167
59616,0.000129,-0.000126,0.000129,0.000126
59617,0.000145,-6.2e-05,0.000145,6.2e-05
59618,0.000174,2e-06,0.000174,2e-06
59619,0.00018,-6e-06,0.00018,6e-06
59620,0.000181,-4.2e-05,0.000181,4.2e-05
59621,0.000184,-8.4e-05,0.000184,8.4e-05
59622,0.000196,-0.000109,0.000196,0.000109
59623,0.000211,-0.000123,0.000211,0.000123
59624,0.000225,-0.000134,0.000225,0.000134
59625,0.000235,-0.000144,0.000235,0.000144
59626,0.000235,-0.000163,0.000235,0.000163
59627,0.000228,-0.000173,0.000228,0.000173
59628,0.000216,-0.000164,0.000216,0.000164
59629,0.0002,-0.000139,0.0002,0.000139
59630,0.000182,-0.000106,0.000182,0.000106
59631,0.000165,-7.4e-05,0.000165,7.4e-05
59632,0.000152,-5.2e-05,0.000152,5.2e-05
59633,0.000152,-7.2e-05,0.000152,7.2e-05
59634,0.000158,-0.000108,0.000158,0.000108
59635,0.000165,-0.000143,0.000165,0.000143
59636,0.000164,-0.000148,0.000164,0.000148
59637,0.000158,-0.000134,0.000158,0.000134
59638,0.000152,-0.000112,0.000152,0.000112
59639,0.000148,-8.8e-05,0.000148,8.8e-05
59640,0.000152,-7.2e-05,0.000152,7.2e-05
59641,0.00016,-6e-05,0.00016,6e-05
59642,0.000169,-5.1e-05,0.000169,5.1e-05
59643,0.000172,-4.9e-05,0.000172,4.9e-05
59644,0.000173,-5.1e-05,0.000173,5.1e-05
59645,0.000175,-5.5e-05,0.000175,5.5e-05
59646,0.000181,-5.9e-05,0.000181,5.9e-05
59647,0.0002,-6.1e-05,0.0002,6.1e-05
59648,0.000223,-6.1e-05,0.000223,6.1e-05
59649,0.000244,-5.9e-05,0.000244,5.9e-05
59650,0.000252,-4.9e-05,0.000252,4.9e-05
59651,0.000251,-3.6e-05,0.000251,3.6e-05
59652,0.000243,-2.9e-05,0.000243,2.9e-05
59653,0.00023,-3.2e-05,0.00023,3.2e-05
59654,0.000211,-6.8e-05,0.000211,6.8e-05
59655,0.000189,-0.000116,0.000189,0.000116
59656,0.000169,-0.000162,0.000169,0.000162
59657,0.000203,-0.000202,0.000203,0.000202
59658,0.000258,-0.000225,0.000258,0.000225
59659,0.000293,-0.00022,0.000293,0.00022
59660,0.000287,-0.000176,0.000287,0.000176
59661,0.000215,-8.3e-05,0.000215,8.3e-05
59662,1.8e-05,0.000105,1.8e-05,0.000105
59663,0.000114,-4.1e-05,0.000114,4.1e-05
59664,0.000263,-0.000214,0.000263,0.000214
59665,0.00031,-0.000236,0.00031,0.000236
59666,0.000308,-0.000185,0.000308,0.000185
59667,0.000275,-0.0001,0.000275,0.0001
59668,0.00025,-7.1e-05,0.00025,7.1e-05
59669,0.000226,-5.9e-05,0.000226,5.9e-05
59670,0.000201,-4.6e-05,0.000201,4.6e-05
59671,0.000195,-3e-05,0.000195,3e-05
59672,0.000201,-1.4e-05,0.000201,1.4e-05
59673,0.000211,-2e-06,0.000211,2e-06
59674,0.000221,2e-06,0.000221,2e-06
59675,0.00022,-1.5e-05,0.00022,1.5e-05
59676,0.000218,-4.1e-05,0.000218,4.1e-05
59677,0.000218,-6.6e-05,0.000218,6.6e-05
59678,0.00024,-6.6e-05,0.00024,6.6e-05
59679,0.000272,-5.4e-05,0.000272,5.4e-05
59680,0.000302,-4.4e-05,0.000302,4.4e-05
59681,0.000324,-4.1e-05,0.000324,4.1e-05
59682,0.000323,-6.4e-05,0.000323,6.4e-05
59683,0.000312,-9.5e-05,0.000312,9.5e-05
59684,0.000329,-9.7e-05,0.000329,9.7e-05
59685,0.000365,-7.3e-05,0.000365,7.3e-05
59686,0.000395,-4.1e-05,0.000395,4.1e-05
59687,0.000405,-1.1e-05,0.000405,1.1e-05
59688,0.000379,8e-06,0.000379,8e-06
59689,0.000303,7e-06,0.000303,7e-06
59690,0.000128,-2.5e-05,0.000128,2.5e-05
59691,0.000219,-8.3e-05,0.000219,8.3e-05
59692,0.000345,-0.000123,0.000345,0.000123
59693,0.000372,-0.000131,0.000372,0.000131
59694,0.000352,-0.000121,0.000352,0.000121
59695,0.000312,-0.000107,0.000312,0.000107
59696,0.000313,-0.00012,0.000313,0.00012
59697,0.000325,-0.000141,0.000325,0.000141
59698,0.000336,-0.000157,0.000336,0.000157
59699,0.000293,-0.000144,0.000293,0.000144
59700,0.000232,-0.000112,0.000232,0.000112
59701,0.000191,-7.4e-05,0.000191,7.4e-05
59702,0.000197,-3.5e-05,0.000197,3.5e-05
59703,0.000271,-2e-06,0.000271,2e-06
59704,0.000478,2.1e-05,0.000478,2.1e-05
59705,0.000371,2.6e-05,0.000371,2.6e-05
59706,0.000226,5e-06,0.000226,5e-06
59707,0.000211,-4e-05,0.000211,4e-05
59708,0.000246,-9.2e-05,0.000246,9.2e-05
59709,0.000291,-0.000138,0.000291,0.000138
59710,0.000243,-0.000143,0.000243,0.000143
59711,0.000211,-0.000148,0.000211,0.000148
59712,0.000267,-0.00018,0.000267,0.00018
59713,0.000328,-0.000199,0.000328,0.000199
59714,0.000357,-0.000189,0.000357,0.000189
59715,0.00037,-0.000165,0.00037,0.000165
59716,0.000372,-0.000134,0.000372,0.000134
59717,0.00038,-0.000119,0.00038,0.000119
59718,0.000386,-0.000108,0.000386,0.000108
59719,0.000386,-9.9e-05,0.000386,9.9e-05
59720,0.000376,-8.7e-05,0.000376,8.7e-05
59721,0.00036,-7.3e-05,0.00036,7.3e-05
59722,0.00034,-6e-05,0.00034,6e-05
59723,0.000319,-4.8e-05,0.000319,4.8e-05
59724,0.0003,-3.9e-05,0.0003,3.9e-05
59725,0.000283,-3.1e-05,0.000283,3.1e-05
59726,0.00027,-2.5e-05,0.00027,2.5e-05
59727,0.000255,-1.6e-05,0.000255,1.6e-05
59728,0.000244,-6e-06,0.000244,6e-06
59729,0.000244,1e-06,0.000244,1e-06
59730,0.000262,5e-06,0.000262,5e-06
59731,0.000302,4e-06,0.000302,4e-06
59732,0.000387,-6e-06,0.000387,6e-06
59733,0.000477,-2e-05,0.000477,2e-05
59734,0.000513,-3.4e-05,0.000513,3.4e-05
59735,0.000501,-4.8e-05,0.000501,4.8e-05
59736,0.000462,-6e-05,0.000462,6e-05
59737,0.00041,-7.1e-05,0.00041,7.1e-05
59738,0.000354,-7.9e-05,0.000354,7.9e-05
59739,0.000317,-8.2e-05,0.000317,8.2e-05
59740,0.000289,-8.3e-05,0.000289,8.3e-05
59741,0.000273,-8.2e-05,0.000273,8.2e-05
59742,0.000268,-8.2e-05,0.000268,8.2e-05
59743,0.000271,-8.7e-05,0.000271,8.7e-05
59744,0.000281,-9.8e-05,0.000281,9.8e-05
59745,0.000295,-0.000133,0.000295,0.000133
59746,0.000312,-0.000174,0.000312,0.000174
59747,0.000328,-0.000213,0.000328,0.000213
59748,0.000344,-0.000216,0.000344,0.000216
59749,0.000355,-0.000197,0.000355,0.000197
59750,0.000358,-0.000169,0.000358,0.000169
59751,0.000349,-0.00014,0.000349,0.00014
59752,0.000324,-0.000116,0.000324,0.000116
59753,0.000264,-0.00011,0.000264,0.00011
59754,0.000206,-0.000111,0.000206,0.000111
59755,0.000204,-0.000117,0.000204,0.000117
59756,0.000248,-0.000125,0.000248,0.000125
59757,0.00031,-0.000132,0.00031,0.000132
59758,0.000374,-0.000134,0.000374,0.000134
59759,0.000396,-0.000116,0.000396,0.000116
59760,0.000398,-9.4e-05,0.000398,9.4e-05
59761,0.000391,-7.5e-05,0.000391,7.5e-05
59762,0.000369,-8.6e-05,0.000369,8.6e-05
59763,0.000341,-0.000113,0.000341,0.000113
59764,0.000316,-0.000142,0.000316,0.000142
59765,0.000301,-0.000167,0.000301,0.000167
59766,0.000314,-0.000174,0.000314,0.000174
59767,0.000335,-0.000171,0.000335,0.000171
59768,0.00034,-0.000159,0.00034,0.000159
59769,0.000332,-0.000141,0.000332,0.000141
59770,0.000318,-0.000122,0.000318,0.000122
59771,0.000303,-0.000109,0.000303,0.000109
59772,0.000291,-0.000105,0.000291,0.000105
59773,0.000299,-0.000138,0.000299,0.000138
59774,0.000314,-0.000179,0.000314,0.000179
59775,0.000329,-0.000211,0.000329,0.000211
59776,0.000342,-0.000194,0.000342,0.000194
59777,0.000351,-0.000149,0.000351,0.000149
59778,0.000355,-0.000101,0.000355,0.000101
59779,0.00035,-6.3e-05,0.00035,6.3e-05
59780,0.000322,-8.1e-05,0.000322,8.1e-05
59781,0.000287,-0.000121,0.000287,0.000121
59782,0.000255,-0.000165,0.000255,0.000165
59783,0.000256,-0.000192,0.000256,0.000192
59784,0.000275,-0.000204,0.000275,0.000204
59785,0.000296,-0.000209,0.000296,0.000209
59786,0.000313,-0.000207,0.000313,0.000207
59787,0.000296,-0.000194,0.000296,0.000194
59788,0.000267,-0.00018,0.000267,0.00018
59789,0.00024,-0.000169,0.00024,0.000169
59790,0.000241,-0.000188,0.000241,0.000188
59791,0.000258,-0.000222,0.000258,0.000222
59792,0.000278,-0.000253,0.000278,0.000253
59793,0.000291,-0.000271,0.000291,0.000271
59794,0.000283,-0.000254,0.000283,0.000254
59795,0.000269,-0.000224,0.000269,0.000224
59796,0.000263,-0.000211,0.000263,0.000211
59797,0.000267,-0.000215,0.000267,0.000215
59798,0.000274,-0.000226,0.000274,0.000226
59799,0.000284,-0.000241,0.000284,0.000241
59800,0.000293,-0.000257,0.000293,0.000257
59801,0.000297,-0.000267,0.000297,0.000267
59802,0.000298,-0.000273,0.000298,0.000273
59803,0.000299,-0.000274,0.000299,0.000274
59804,0.0003,-0.00028,0.0003,0.00028
59805,0.0003,-0.000281,0.0003,0.000281
59806,0.0003,-0.000266,0.0003,0.000266
59807,0.0003,-0.000229,0.0003,0.000229
59808,0.000302,-0.000162,0.000302,0.000162
59809,0.000294,4e-06,0.000294,4e-06
59810,0.000301,0.000127,0.000301,0.000127
59811,0.00037,4.8e-05,0.00037,4.8e-05
59812,0.000438,-0.000118,0.000438,0.000118
59813,0.000371,-0.000145,0.000371,0.000145
59814,0.00023,-7.8e-05,0.00023,7.8e-05
59815,0.000193,-6.7e-05,0.000193,6.7e-05
59816,0.00023,-9.9e-05,0.00023,9.9e-05
59817,0.000296,-0.000145,0.000296,0.000145
59818,0.000318,-0.000171,0.000318,0.000171
59819,0.000312,-0.000183,0.000312,0.000183
59820,0.0003,-0.000188,0.0003,0.000188
59821,0.000287,-0.000186,0.000287,0.000186
59822,0.000284,-0.00017,0.000284,0.00017
59823,0.000286,-0.000152,0.000286,0.000152
59824,0.000294,-0.000139,0.000294,0.000139
59825,0.000315,-0.00014,0.000315,0.00014
59826,0.000332,-0.000156,0.000332,0.000156
59827,0.000316,-0.000197,0.000316,0.000197
59828,0.000288,-0.000241,0.000288,0.000241
59829,0.000315,-0.000218,0.000315,0.000218
59830,0.000375,-0.000153,0.000375,0.000153
59831,0.00044,-7.6e-05,0.00044,7.6e-05
59832,0.000446,-6e-05,0.000446,6e-05
59833,0.000414,-8.2e-05,0.000414,8.2e-05
59834,0.000372,-0.000113,0.000372,0.000113
59835,0.000332,-0.000142,0.000332,0.000142
59836,0.000359,-0.000112,0.000359,0.000112
59837,0.000385,-8e-05,0.000385,8e-05
