# MJD,    cpo_dx,    cpo_dy
53472, -0.000070, -0.000282
53473, -0.000114, -0.000237
53474, -0.000149, -0.000162
53475, -0.000176, -0.000090
53476, -0.000162, -0.000046
53477, -0.000124, -0.000029
53478, -0.000083, -0.000039
53479, -0.000050, -0.000079
53480, -0.000046, -0.000194
53481, -0.000058, -0.000286
53482, -0.000080, -0.000282
53483, -0.000098, -0.000243
53484, -0.000102, -0.000200
53485, -0.000091, -0.000152
53486, -0.000063, -0.000103
53487,  0.000023,  0.000013
53488,  0.000074,  0.000022
53489,  0.000020, -0.000218
53490, -0.000035, -0.000393
53491, -0.000047, -0.000389
53492, -0.000041, -0.000292
53493, -0.000031, -0.000159
53494, -0.000067, -0.000138
53495, -0.000109, -0.000149
53496, -0.000135, -0.000157
53497, -0.000086, -0.000117
53498,  0.000004, -0.000052
53499,  0.000098,  0.000012
53500,  0.000173,  0.000063
53501,  0.000159,  0.000058
53502,  0.000107,  0.000026
53503,  0.000046, -0.000014
53504,  0.000033, -0.000033
53505,  0.000041, -0.000044
53506,  0.000035, -0.000063
53507, -0.000002, -0.000096
53508, -0.000193, -0.000199
53509, -0.000294, -0.000262
53510, -0.000119, -0.000202
53511,  0.000035, -0.000122
53512,  0.000054, -0.000072
53513,  0.000005, -0.000055
53514, -0.000071, -0.000076
53515, -0.000148, -0.000185
53516, -0.000150, -0.000288
53517,  0.000001, -0.000320
53518,  0.000106, -0.000319
53519,  0.000085, -0.000306
53520,  0.000003, -0.000282
53521, -0.000099, -0.000250
53522, -0.000179, -0.000213
53523, -0.000137, -0.000177
53524, -0.000072, -0.000139
53525, -0.000072, -0.000084
53526, -0.000120, -0.000022
53527, -0.000181,  0.000032
53528, -0.000234,  0.000067
53529, -0.000209,  0.000037
53530, -0.000155, -0.000019
53531, -0.000097, -0.000075
53532, -0.000071, -0.000092
53533, -0.000065, -0.000083
53534, -0.000066, -0.000062
53535, -0.000066, -0.000037
53536, -0.000049, -0.000019
53537, -0.000027, -0.000005
53538, -0.000009,  0.000007
53539, -0.000002,  0.000060
53540, -0.000007,  0.000111
53541, -0.000024,  0.000115
53542, -0.000057,  0.000040
53543, -0.000112, -0.000165
53544, -0.000100, -0.000237
53545, -0.000028, -0.000163
53546, -0.000035, -0.000107
53547, -0.000088, -0.000076
53548, -0.000116, -0.000041
53549, -0.000072,  0.000002
53550,  0.000133,  0.000077
53551, -0.000114, -0.000065
53552, -0.000032, -0.000168
53553,  0.000167, -0.000191
53554,  0.000196, -0.000186
53555,  0.000154, -0.000159
53556,  0.000085, -0.000121
53557,  0.000031, -0.000081
53558,  0.000150, -0.000148
53559,  0.000207, -0.000098
53560,  0.000021,  0.000272
53561,  0.000158,  0.000217
53562,  0.000246, -0.000010
53563,  0.000115, -0.000110
53564,  0.000233, -0.000274
53565, -0.000409,  0.000487
53566, -0.000268,  0.000291
53567,  0.000128, -0.000218
53568,  0.000194, -0.000330
53569,  0.000129, -0.000262
53570,  0.000015, -0.000096
53571,  0.000022,  0.000147
53572,  0.000053,  0.000260
53573,  0.000067,  0.000053
53574,  0.000060, -0.000173
53575,  0.000035, -0.000215
53576,  0.000001, -0.000153
53577, -0.000033, -0.000041
53578, -0.000047, -0.000019
53579, -0.000051, -0.000022
53580, -0.000047, -0.000021
53581, -0.000041, -0.000009
53582, -0.000028,  0.000010
53583, -0.000005,  0.000033
53584,  0.000033,  0.000058
53585,  0.000108,  0.000086
53586,  0.000192,  0.000110
53587,  0.000266,  0.000124
53588,  0.000327,  0.000126
53589,  0.000354,  0.000110
53590,  0.000324,  0.000071
53591,  0.000219,  0.000004
53592, -0.000203, -0.000226
53593, -0.000417, -0.000307
53594, -0.000029,  0.000002
53595,  0.000327,  0.000221
53596,  0.000391,  0.000177
53597,  0.000305,  0.000019
53598,  0.000154, -0.000149
53599,  0.000021, -0.000110
53600,  0.000000, -0.000038
53601,  0.000203, -0.000034
53602,  0.000375, -0.000062
53603,  0.000415, -0.000094
53604,  0.000372, -0.000117
53605,  0.000275, -0.000116
53606,  0.000112, -0.000018
53607,  0.000010,  0.000052
53608,  0.000077,  0.000002
53609,  0.000169, -0.000043
53610,  0.000218, -0.000033
53611,  0.000240,  0.000004
53612,  0.000240,  0.000048
53613,  0.000222,  0.000053
53614,  0.000193,  0.000043
53615,  0.000157,  0.000027
53616, -0.000076, -0.000065
53617, -0.000361, -0.000179
53618, -0.000524, -0.000255
53619, -0.000457, -0.000252
53620, -0.000055, -0.000134
53621,  0.000983,  0.000205
53622,  0.000487,  0.000010
53623, -0.000193, -0.000245
53624, -0.000248, -0.000272
53625, -0.000060, -0.000200
53626,  0.000182, -0.000092
53627,  0.000279, -0.000006
53628,  0.000095, -0.000058
53629,  0.000094, -0.000120
53630,  0.000095, -0.000058
53631,  0.000105, -0.000042
53632,  0.000140, -0.000015
53633,  0.000133,  0.000030
53634,  0.000085, -0.000042
53635,  0.000214, -0.000014
53636,  0.000253, -0.000027
53637,  0.000214,  0.000059
53638,  0.000215,  0.000032
53639,  0.000179, -0.000102
53640,  0.000174,  0.000002
53641,  0.000144,  0.000057
53642,  0.000132,  0.000027
53643,  0.000252,  0.000055
53644,  0.000333,  0.000067
53645,  0.000318,  0.000038
53646,  0.000262,  0.000004
53647,  0.000206, -0.000011
53648,  0.000241,  0.000100
53649,  0.000279,  0.000171
53650,  0.000267,  0.000085
53651,  0.000238, -0.000010
53652,  0.000211, -0.000049
53653,  0.000191, -0.000051
53654,  0.000182, -0.000024
53655,  0.000218,  0.000021
53656,  0.000264,  0.000081
53657,  0.000302,  0.000149
53658,  0.000264,  0.000301
53659,  0.000188,  0.000455
53660,  0.000116,  0.000520
53661,  0.000072,  0.000436
53662,  0.000084,  0.000111
53663,  0.000115, -0.000097
53664,  0.000154, -0.000146
53665,  0.000208, -0.000165
53666,  0.000268, -0.000171
53667,  0.000322, -0.000157
53668,  0.000359, -0.000128
53669,  0.000341, -0.000103
53670,  0.000300, -0.000077
53671,  0.000252, -0.000051
53672,  0.000241, -0.000011
53673,  0.000245,  0.000025
53674,  0.000240,  0.000034
53675,  0.000214,  0.000004
53676,  0.000057, -0.000162
53677, -0.000003, -0.000281
53678,  0.000206, -0.000223
53679,  0.000347, -0.000118
53680,  0.000318, -0.000048
53681,  0.000250, -0.000028
53682,  0.000242, -0.000082
53683,  0.000447, -0.000282
53684,  0.000198, -0.000012
53685,  0.000306, -0.000038
53686,  0.000493, -0.000118
53687,  0.000457, -0.000010
53688,  0.000342,  0.000103
53689,  0.000226,  0.000100
53690,  0.000186, -0.000196
53691,  0.000307, -0.000154
53692,  0.000342, -0.000049
53693,  0.000309, -0.000017
53694,  0.000278, -0.000029
53695,  0.000248, -0.000072
53696,  0.000225, -0.000132
53697,  0.000220, -0.000197
53698,  0.000151, -0.000219
53699,  0.000008, -0.000188
53700, -0.000143, -0.000133
53701, -0.000253, -0.000077
53702, -0.000268, -0.000040
53703, -0.000138, -0.000046
53704,  0.000231, -0.000125
53705,  0.000367, -0.000210
53706,  0.000257, -0.000283
53707,  0.000234, -0.000312
53708,  0.000292, -0.000302
53709,  0.000341, -0.000267
53710,  0.000347, -0.000217
53711,  0.000163, -0.000123
53712,  0.000033, -0.000084
53713,  0.000131, -0.000180
53714,  0.000236, -0.000251
53715,  0.000255, -0.000238
53716,  0.000236, -0.000192
53717,  0.000208, -0.000148
53718,  0.000221, -0.000212
53719,  0.000251, -0.000241
53720,  0.000287, -0.000136
53721,  0.000353, -0.000115
53722,  0.000436, -0.000224
53723,  0.000488, -0.000343
53724,  0.000469, -0.000377
53725,  0.000321, -0.000201
53726,  0.000262, -0.000133
53727,  0.000308, -0.000207
53728,  0.000293, -0.000271
53729,  0.000221, -0.000307
53730,  0.000143, -0.000338
53731,  0.000080, -0.000358
53732,  0.000052, -0.000366
53733,  0.000117, -0.000350
53734,  0.000208, -0.000324
53735,  0.000273, -0.000282
53736,  0.000307, -0.000233
53737,  0.000317, -0.000196
53738,  0.000304, -0.000181
53739,  0.000267, -0.000204
53740,  0.000202, -0.000282
53741,  0.000159, -0.000331
53742,  0.000149, -0.000333
53743,  0.000157, -0.000306
53744,  0.000171, -0.000266
53745,  0.000182, -0.000227
53746,  0.000148, -0.000234
53747,  0.000104, -0.000256
53748,  0.000065, -0.000278
53749,  0.000035, -0.000235
53750,  0.000022, -0.000165
53751,  0.000034, -0.000122
53752,  0.000079, -0.000136
53753,  0.000164, -0.000238
53754,  0.000331, -0.000514
53755,  0.000197, -0.000349
53756,  0.000037, -0.000130
53757,  0.000012, -0.000103
53758,  0.000043, -0.000169
53759,  0.000086, -0.000282
53760,  0.000010, -0.000403
53761, -0.000003, -0.000474
53762,  0.000171, -0.000429
53763,  0.000293, -0.000405
53764,  0.000282, -0.000434
53765,  0.000210, -0.000444
53766,  0.000127, -0.000378
53767,  0.000095, -0.000136
53768,  0.000030, -0.000246
53769,  0.000012, -0.000352
53770,  0.000043, -0.000357
53771,  0.000090, -0.000328
53772,  0.000138, -0.000284
53773,  0.000169, -0.000245
53774,  0.000167, -0.000261
53775,  0.000089,  0.000025
53776,  0.000225, -0.000254
53777,  0.000369, -0.000583
53778,  0.000373, -0.000579
53779,  0.000302, -0.000453
53780,  0.000189, -0.000329
53781,  0.000064, -0.000348
53782,  0.000015, -0.000388
53783,  0.000039, -0.000419
53784,  0.000071, -0.000443
53785,  0.000103, -0.000460
53786,  0.000141, -0.000471
53787,  0.000180, -0.000477
53788,  0.000221, -0.000487
53789,  0.000255, -0.000490
53790,  0.000273, -0.000482
53791,  0.000237, -0.000437
53792,  0.000171, -0.000371
53793,  0.000100, -0.000306
53794,  0.000040, -0.000253
53795,  0.000038, -0.000255
53796,  0.000062, -0.000280
53797,  0.000091, -0.000310
53798,  0.000089, -0.000312
53799,  0.000071, -0.000298
53800,  0.000056, -0.000286
53801,  0.000054, -0.000281
53802,  0.000110, -0.000311
53803,  0.000181, -0.000354
53804,  0.000242, -0.000394
53805,  0.000226, -0.000398
53806,  0.000164, -0.000382
53807,  0.000096, -0.000361
53808,  0.000040, -0.000344
53809,  0.000065, -0.000364
53810,  0.000119, -0.000394
53811,  0.000175, -0.000417
53812,  0.000179, -0.000398
53813,  0.000153, -0.000353
53814,  0.000124, -0.000304
53815,  0.000104, -0.000261
53816,  0.000143, -0.000254
53817,  0.000199, -0.000266
53818,  0.000246, -0.000287
53819,  0.000239, -0.000328
53820,  0.000193, -0.000374
53821,  0.000125, -0.000406
53822,  0.000041, -0.000413
53823, -0.000111, -0.000337
53824, -0.000181, -0.000275
53825, -0.000046, -0.000298
53826,  0.000077, -0.000313
53827,  0.000100, -0.000291
53828,  0.000075, -0.000256
53829,  0.000031, -0.000227
53830,  0.000047, -0.000262
53831,  0.000081, -0.000318
53832,  0.000112, -0.000373
53833,  0.000125, -0.000382
53834,  0.000125, -0.000363
53835,  0.000120, -0.000337
53836,  0.000113, -0.000314
53837,  0.000113, -0.000314
53838,  0.000109, -0.000321
53839,  0.000062, -0.000302
53840, -0.000019, -0.000263
53841, -0.000104, -0.000222
53842, -0.000175, -0.000191
53843, -0.000215, -0.000180
53844, -0.000205, -0.000199
53845, -0.000077, -0.000292
53846,  0.000065, -0.000390
53847,  0.000148, -0.000439
53848,  0.000167, -0.000440
53849,  0.000131, -0.000408
53850,  0.000038, -0.000350
53851, -0.000128, -0.000271
53852, -0.000142, -0.000179
53853, -0.000060, -0.000174
53854,  0.000015, -0.000214
53855,  0.000058, -0.000251
53856,  0.000079, -0.000286
53857,  0.000082, -0.000309
53858,  0.000070, -0.000313
53859,  0.000045, -0.000270
53860,  0.000016, -0.000221
53861, -0.000003, -0.000206
53862, -0.000011, -0.000222
53863, -0.000008, -0.000254
53864,  0.000007, -0.000295
53865,  0.000048, -0.000336
53866,  0.000095, -0.000372
53867,  0.000137, -0.000398
53868,  0.000138, -0.000382
53869,  0.000114, -0.000342
53870,  0.000083, -0.000297
53871,  0.000052, -0.000258
53872,  0.000051, -0.000256
53873,  0.000059, -0.000270
53874,  0.000064, -0.000288
53875,  0.000062, -0.000325
53876,  0.000046, -0.000357
53877,  0.000006, -0.000357
53878, -0.000064, -0.000305
53879, -0.000185, -0.000168
53880, -0.000189, -0.000131
53881, -0.000076, -0.000202
53882, -0.000005, -0.000232
53883,  0.000013, -0.000216
53884,  0.000014, -0.000191
53885,  0.000002, -0.000169
53886, -0.000017, -0.000162
53887, -0.000034, -0.000201
53888, -0.000047, -0.000246
53889, -0.000025, -0.000233
53890,  0.000022, -0.000174
53891,  0.000070, -0.000107
53892,  0.000102, -0.000055
53893,  0.000102, -0.000040
53894,  0.000013, -0.000125
53895, -0.000082, -0.000233
53896, -0.000015, -0.000241
53897,  0.000140, -0.000195
53898,  0.000251, -0.000180
53899,  0.000227, -0.000255
53900, -0.000054, -0.000497
53901, -0.000291, -0.000669
53902, -0.000390, -0.000701
53903, -0.000399, -0.000643
53904, -0.000344, -0.000527
53905, -0.000252, -0.000383
53906, -0.000150, -0.000243
53907, -0.000109, -0.000207
53908, -0.000084, -0.000200
53909, -0.000063, -0.000197
53910, -0.000075, -0.000192
53911, -0.000099, -0.000184
53912, -0.000107, -0.000173
53913, -0.000085, -0.000158
53914, -0.000012, -0.000138
53915,  0.000096, -0.000093
53916,  0.000148, -0.000197
53917,  0.000129, -0.000297
53918,  0.000067, -0.000287
53919, -0.000014, -0.000231
53920, -0.000087, -0.000163
53921, -0.000128, -0.000121
53922, -0.000111, -0.000141
53923,  0.000000, -0.000274
53924,  0.000087, -0.000349
53925,  0.000116, -0.000336
53926,  0.000086, -0.000280
53927, -0.000005, -0.000216
53928, -0.000182, -0.000181
53929, -0.000140, -0.000165
53930,  0.000095, -0.000167
53931,  0.000167, -0.000210
53932,  0.000090, -0.000271
53933, -0.000026, -0.000312
53934, -0.000133, -0.000306
53935, -0.000148, -0.000100
53936, -0.000113,  0.000029
53937, -0.000043, -0.000123
53938,  0.000037, -0.000271
53939,  0.000105, -0.000297
53940,  0.000150, -0.000261
53941,  0.000163, -0.000195
53942,  0.000080, -0.000180
53943, -0.000037, -0.000181
53944, -0.000149, -0.000183
53945, -0.000192, -0.000180
53946, -0.000181, -0.000177
53947, -0.000137, -0.000180
53948, -0.000066, -0.000196
53949,  0.000040, -0.000233
53950,  0.000012, -0.000185
53951, -0.000123, -0.000285
53952, -0.000224, -0.000375
53953, -0.000248, -0.000348
53954, -0.000230, -0.000268
53955, -0.000190, -0.000172
53956, -0.000176, -0.000164
53957, -0.000166, -0.000186
53958, -0.000155, -0.000214
53959, -0.000137, -0.000190
53960, -0.000116, -0.000136
53961, -0.000098, -0.000080
53962, -0.000085, -0.000036
53963, -0.000080, -0.000017
53964, -0.000087, -0.000035
53965, -0.000112, -0.000110
53966, -0.000135, -0.000160
53967, -0.000145, -0.000172
53968, -0.000133, -0.000177
53969, -0.000089, -0.000199
53970,  0.000117, -0.000372
53971,  0.000202, -0.000450
53972, -0.000067, -0.000234
53973, -0.000287, -0.000044
53974, -0.000310,  0.000001
53975, -0.000239, -0.000023
53976, -0.000140, -0.000069
53977, -0.000175, -0.000023
53978, -0.000178, -0.000001
53979, -0.000045, -0.000075
53980,  0.000068, -0.000171
53981,  0.000093, -0.000241
53982,  0.000067, -0.000273
53983,  0.000011, -0.000250
53984, -0.000056, -0.000155
53985, -0.000098,  0.000101
53986, -0.000131,  0.000361
53987, -0.000161,  0.000403
53988, -0.000182,  0.000275
53989, -0.000187,  0.000093
53990, -0.000171, -0.000075
53991, -0.000110, -0.000062
53992, -0.000045, -0.000032
53993, -0.000005, -0.000083
53994,  0.000054, -0.000166
53995,  0.000120, -0.000224
53996,  0.000135, -0.000202
53997,  0.000048, -0.000046
53998, -0.000229,  0.000336
53999, -0.000219,  0.000436
54000,  0.000071,  0.000239
54001,  0.000224,  0.000099
54002,  0.000232,  0.000037
54003,  0.000189, -0.000003
54004,  0.000117, -0.000024
54005,  0.000075, -0.000024
54006,  0.000040, -0.000015
54007,  0.000007, -0.000002
54008, -0.000011, -0.000003
54009, -0.000022, -0.000016
54010, -0.000031, -0.000034
54011, -0.000045, -0.000060
54012, -0.000086, -0.000164
54013, -0.000112, -0.000168
54014, -0.000090,  0.000074
54015, -0.000060,  0.000256
54016, -0.000040,  0.000265
54017, -0.000030,  0.000181
54018, -0.000030,  0.000057
54019, -0.000057,  0.000022
54020, -0.000090,  0.000016
54021, -0.000114,  0.000015
54022, -0.000087,  0.000008
54023, -0.000030,  0.000001
54024,  0.000035, -0.000000
54025,  0.000096,  0.000010
54026,  0.000122,  0.000054
54027,  0.000128,  0.000107
54028,  0.000121,  0.000152
54029,  0.000094,  0.000151
54030,  0.000054,  0.000118
54031,  0.000011,  0.000074
54032, -0.000029,  0.000024
54033, -0.000055, -0.000013
54034, -0.000069, -0.000042
54035, -0.000070, -0.000062
54036, -0.000044, -0.000066
54037, -0.000001, -0.000055
54038,  0.000049, -0.000029
54039,  0.000097,  0.000010
54040,  0.000130,  0.000083
54041,  0.000153,  0.000162
54042,  0.000165,  0.000225
54043,  0.000145,  0.000176
54044,  0.000111,  0.000079
54045,  0.000081,  0.000002
54046,  0.000064, -0.000015
54047,  0.000077,  0.000086
54048,  0.000089,  0.000124
54049,  0.000061,  0.000121
54050,  0.000040,  0.000115
54051,  0.000054,  0.000109
54052,  0.000085,  0.000102
54053,  0.000125,  0.000096
54054,  0.000192,  0.000108
54055,  0.000207,  0.000093
54056,  0.000099,  0.000015
54057,  0.000015, -0.000010
54058,  0.000011,  0.000038
54059,  0.000047,  0.000090
54060,  0.000096,  0.000088
54061,  0.000130, -0.000040
54062,  0.000190, -0.000151
54063,  0.000278, -0.000200
54064,  0.000363, -0.000205
54065,  0.000417, -0.000173
54066,  0.000416, -0.000114
54067,  0.000332, -0.000036
54068,  0.000104,  0.000073
54069,  0.000201, -0.000085
54070,  0.000100, -0.000065
54071, -0.000043,  0.000022
54072, -0.000049,  0.000035
54073,  0.000006,  0.000034
54074,  0.000086,  0.000049
54075,  0.000161,  0.000122
54076,  0.000064,  0.000148
54077, -0.000063,  0.000179
54078, -0.000126,  0.000234
54079, -0.000135,  0.000274
54080, -0.000080,  0.000269
54081,  0.000045,  0.000191
54082,  0.000264, -0.000007
54083,  0.000389, -0.000103
54084,  0.000406, -0.000081
54085,  0.000390, -0.000003
54086,  0.000357,  0.000082
54087,  0.000306,  0.000122
54088,  0.000247,  0.000061
54089,  0.000216, -0.000011
54090,  0.000224, -0.000034
54091,  0.000255, -0.000025
54092,  0.000245, -0.000069
54093,  0.000210, -0.000139
54094,  0.000177, -0.000197
54095,  0.000153, -0.000228
54096,  0.000148, -0.000218
54097,  0.000170, -0.000150
54098,  0.000235, -0.000000
54099,  0.000254,  0.000069
54100,  0.000214,  0.000026
54101,  0.000145, -0.000074
54102,  0.000071, -0.000190
54103,  0.000017, -0.000280
54104,  0.000036, -0.000251
54105,  0.000079, -0.000189
54106,  0.000123, -0.000162
54107,  0.000163, -0.000165
54108,  0.000196, -0.000178
54109,  0.000218, -0.000190
54110,  0.000224, -0.000192
54111,  0.000197, -0.000153
54112,  0.000164, -0.000112
54113,  0.000163, -0.000110
54114,  0.000186, -0.000139
54115,  0.000218, -0.000178
54116,  0.000252, -0.000215
54117,  0.000267, -0.000208
54118,  0.000272, -0.000186
54119,  0.000270, -0.000164
54120,  0.000262, -0.000163
54121,  0.000248, -0.000176
54122,  0.000227, -0.000193
54123,  0.000199, -0.000209
54124,  0.000140, -0.000221
54125,  0.000109, -0.000224
54126,  0.000152, -0.000210
54127,  0.000201, -0.000198
54128,  0.000222, -0.000196
54129,  0.000225, -0.000200
54130,  0.000214, -0.000207
54131,  0.000181, -0.000210
54132,  0.000144, -0.000211
54133,  0.000114, -0.000211
54134,  0.000166, -0.000203
54135,  0.000247, -0.000192
54136,  0.000299, -0.000184
54137,  0.000286, -0.000182
54138,  0.000129, -0.000230
54139,  0.000413,  0.000242
54140,  0.000263,  0.000031
54141,  0.000005, -0.000336
54142, -0.000011, -0.000380
54143,  0.000097, -0.000316
54144,  0.000282, -0.000255
54145,  0.000516, -0.000342
54146,  0.000409, -0.000279
54147,  0.000316, -0.000216
54148,  0.000280, -0.000214
54149,  0.000235, -0.000242
54150,  0.000205, -0.000278
54151,  0.000201, -0.000297
54152,  0.000236, -0.000277
54153,  0.000338, -0.000181
54154,  0.000336, -0.000127
54155,  0.000310, -0.000126
54156,  0.000315, -0.000159
54157,  0.000328, -0.000206
54158,  0.000340, -0.000250
54159,  0.000315, -0.000230
54160,  0.000278, -0.000189
54161,  0.000245, -0.000149
54162,  0.000254, -0.000173
54163,  0.000282, -0.000222
54164,  0.000302, -0.000253
54165,  0.000297, -0.000241
54166,  0.000247, -0.000151
54167,  0.000199, -0.000082
54168,  0.000168, -0.000061
54169,  0.000150, -0.000071
54170,  0.000148, -0.000101
54171,  0.000159, -0.000138
54172,  0.000184, -0.000172
54173,  0.000244, -0.000157
54174,  0.000307, -0.000134
54175,  0.000355, -0.000124
54176,  0.000341, -0.000169
54177,  0.000289, -0.000242
54178,  0.000228, -0.000310
54179,  0.000172, -0.000355
54180,  0.000165, -0.000307
54181,  0.000180, -0.000222
54182,  0.000205, -0.000137
54183,  0.000226, -0.000118
54184,  0.000245, -0.000139
54185,  0.000264, -0.000167
54186,  0.000280, -0.000186
54187,  0.000302, -0.000175
54188,  0.000215, -0.000209
54189,  0.000281, -0.000315
54190,  0.000371, -0.000373
54191,  0.000370, -0.000345
54192,  0.000327, -0.000282
54193,  0.000268, -0.000223
54194,  0.000234, -0.000239
54195,  0.000208, -0.000281
54196,  0.000202, -0.000322
54197,  0.000214, -0.000356
54198,  0.000231, -0.000380
54199,  0.000246, -0.000388
54200,  0.000255, -0.000375
54201,  0.000248, -0.000337
54202,  0.000207, -0.000245
54203,  0.000158, -0.000150
54204,  0.000123, -0.000117
54205,  0.000104, -0.000137
54206,  0.000096, -0.000183
54207,  0.000098, -0.000239
54208,  0.000110, -0.000291
54209,  0.000132, -0.000308
54210,  0.000158, -0.000311
54211,  0.000180, -0.000285
54212,  0.000196, -0.000247
54213,  0.000206, -0.000219
54214,  0.000208, -0.000220
54215,  0.000163, -0.000317
54216,  0.000161, -0.000406
54217,  0.000274, -0.000415
54218,  0.000362, -0.000362
54219,  0.000368, -0.000274
54220,  0.000330, -0.000182
54221,  0.000275, -0.000117
54222,  0.000227, -0.000108
54223,  0.000212, -0.000187
54224,  0.000263, -0.000400
54225,  0.000303, -0.000531
54226,  0.000316, -0.000540
54227,  0.000311, -0.000478
54228,  0.000293, -0.000384
54229,  0.000275, -0.000353
54230,  0.000253, -0.000343
54231,  0.000228, -0.000335
54232,  0.000179, -0.000293
54233,  0.000127, -0.000249
54234,  0.000095, -0.000238
54235,  0.000097, -0.000282
54236,  0.000161, -0.000416
54237,  0.000100, -0.000483
54238, -0.000069, -0.000469
54239, -0.000129, -0.000447
54240, -0.000085, -0.000424
54241, -0.000001, -0.000389
54242,  0.000097, -0.000346
54243,  0.000149, -0.000289
54244,  0.000181, -0.000229
54245,  0.000203, -0.000178
54246,  0.000192, -0.000169
54247,  0.000162, -0.000191
54248,  0.000131, -0.000226
54249,  0.000108, -0.000266
54250,  0.000103, -0.000305
54251,  0.000147, -0.000327
54252,  0.000198, -0.000344
54253,  0.000208, -0.000356
54254,  0.000185, -0.000365
54255,  0.000150, -0.000371
54256,  0.000115, -0.000373
54257,  0.000118, -0.000371
54258,  0.000133, -0.000367
54259,  0.000144, -0.000365
54260,  0.000124, -0.000378
54261,  0.000084, -0.000397
54262,  0.000042, -0.000410
54263,  0.000004, -0.000409
54264, -0.000010, -0.000361
54265, -0.000009, -0.000299
54266,  0.000002, -0.000243
54267,  0.000030, -0.000244
54268,  0.000067, -0.000279
54269,  0.000102, -0.000322
54270,  0.000129, -0.000358
54271,  0.000125, -0.000344
54272,  0.000106, -0.000310
54273,  0.000082, -0.000276
54274,  0.000027, -0.000261
54275, -0.000027, -0.000264
54276, -0.000040, -0.000282
54277,  0.000014, -0.000316
54278,  0.000198, -0.000372
54279,  0.000039, -0.000385
54280,  0.000056, -0.000504
54281,  0.000141, -0.000596
54282,  0.000122, -0.000582
54283,  0.000063, -0.000518
54284, -0.000005, -0.000441
54285,  0.000008, -0.000459
54286,  0.000046, -0.000504
54287,  0.000082, -0.000540
54288,  0.000063, -0.000445
54289,  0.000015, -0.000304
54290, -0.000026, -0.000221
54291, -0.000043, -0.000259
54292, -0.000012, -0.000513
54293,  0.000010, -0.000581
54294,  0.000010, -0.000449
54295, -0.000006, -0.000396
54296, -0.000032, -0.000424
54297, -0.000056, -0.000465
54298, -0.000070, -0.000496
54299, -0.000039, -0.000436
54300,  0.000008, -0.000348
54301,  0.000054, -0.000272
54302,  0.000059, -0.000292
54303,  0.000040, -0.000370
54304,  0.000019, -0.000456
54305,  0.000007, -0.000527
54306,  0.000044, -0.000502
54307,  0.000096, -0.000440
54308,  0.000139, -0.000373
54309,  0.000108, -0.000358
54310,  0.000042, -0.000372
54311, -0.000018, -0.000390
54312, -0.000047, -0.000400
54313, -0.000007, -0.000396
54314, -0.000064, -0.000302
54315, -0.000128, -0.000343
54316, -0.000154, -0.000411
54317, -0.000153, -0.000414
54318, -0.000130, -0.000391
54319, -0.000091, -0.000360
54320, -0.000035, -0.000381
54321,  0.000023, -0.000416
54322,  0.000072, -0.000442
54323,  0.000080, -0.000427
54324,  0.000057, -0.000383
54325,  0.000018, -0.000332
54326, -0.000029, -0.000282
54327, -0.000079, -0.000255
54328, -0.000125, -0.000242
54329, -0.000162, -0.000235
54330, -0.000155, -0.000231
54331, -0.000124, -0.000231
54332, -0.000088, -0.000238
54333, -0.000060, -0.000252
54334, -0.000078, -0.000283
54335, -0.000113, -0.000319
54336, -0.000147, -0.000353
54337, -0.000142, -0.000373
54338, -0.000116, -0.000380
54339, -0.000089, -0.000379
54340, -0.000074, -0.000367
54341, -0.000111, -0.000341
54342, -0.000167, -0.000307
54343, -0.000221, -0.000273
54344, -0.000233, -0.000257
54345, -0.000215, -0.000252
54346, -0.000183, -0.000250
54347, -0.000142, -0.000246
54348, -0.000098, -0.000236
54349, -0.000056, -0.000206
54350, -0.000023, -0.000177
54351, -0.000020, -0.000176
54352, -0.000040, -0.000194
54353, -0.000069, -0.000217
54354, -0.000097, -0.000235
54355, -0.000094, -0.000243
54356, -0.000103, -0.000218
54357, -0.000153, -0.000136
54358, -0.000196, -0.000075
54359, -0.000209, -0.000064
54360, -0.000200, -0.000083
54361, -0.000173, -0.000118
54362, -0.000120, -0.000139
54363, -0.000058, -0.000157
54364, -0.000003, -0.000177
54365,  0.000015, -0.000202
54366,  0.000005, -0.000227
54367, -0.000022, -0.000246
54368, -0.000060, -0.000255
54369, -0.000113, -0.000236
54370, -0.000167, -0.000206
54371, -0.000212, -0.000174
54372, -0.000216, -0.000156
54373, -0.000192, -0.000148
54374, -0.000158, -0.000145
54375, -0.000120, -0.000145
54376, -0.000099, -0.000148
54377, -0.000086, -0.000150
54378, -0.000076, -0.000152
54379, -0.000073, -0.000147
54380, -0.000075, -0.000137
54381, -0.000079, -0.000121
54382, -0.000084, -0.000100
54383, -0.000088, -0.000072
54384, -0.000089, -0.000030
54385, -0.000089,  0.000009
54386, -0.000093,  0.000015
54387, -0.000100, -0.000006
54388, -0.000106, -0.000038
54389, -0.000111, -0.000071
54390, -0.000113, -0.000096
54391, -0.000105, -0.000089
54392, -0.000097, -0.000076
54393, -0.000104, -0.000091
54394, -0.000121, -0.000123
54395, -0.000134, -0.000150
54396, -0.000135, -0.000158
54397, -0.000047, -0.000075
54398, -0.000028, -0.000028
54399, -0.000202, -0.000112
54400, -0.000355, -0.000180
54401, -0.000394, -0.000175
54402, -0.000352, -0.000134
