# MJD,    cpo_dx,    cpo_dy
58686, -0.000075, -0.000245
58687, -0.000085, -0.000257
58688, -0.000038, -0.000187
58689, -0.000027, -0.000140
58690, -0.000058, -0.000131
58691, -0.000073, -0.000122
58692, -0.000070, -0.000109
58693, -0.000063, -0.000098
58694, -0.000055, -0.000088
58695, -0.000053, -0.000081
58696, -0.000056, -0.000074
58697, -0.000061, -0.000067
58698, -0.000077, -0.000056
58699, -0.000097, -0.000043
58700, -0.000112, -0.000031
58701, -0.000120, -0.000020
58702, -0.000098, -0.000017
58703, -0.000065, -0.000016
58704, -0.000032, -0.000014
58705, -0.000006,  0.000001
58706,  0.000007,  0.000020
58707,  0.000003,  0.000036
58708, -0.000022,  0.000042
58709, -0.000080,  0.000035
58710, -0.000089,  0.000014
58711, -0.000048, -0.000016
58712, -0.000006, -0.000053
58713,  0.000027, -0.000091
58714,  0.000050, -0.000116
58715,  0.000055, -0.000119
58716,  0.000010, -0.000053
58717, -0.000054,  0.000036
58718, -0.000116,  0.000119
58719, -0.000138,  0.000131
58720, -0.000132,  0.000099
58721, -0.000116,  0.000052
58722, -0.000096,  0.000004
58723, -0.000087, -0.000009
58724, -0.000082, -0.000006
58725, -0.000081,  0.000004
58726, -0.000088,  0.000019
58727, -0.000100,  0.000037
58728, -0.000114,  0.000056
58729, -0.000126,  0.000072
58730, -0.000137,  0.000078
58731, -0.000141,  0.000080
58732, -0.000136,  0.000079
58733, -0.000094,  0.000075
58734, -0.000034,  0.000069
58735,  0.000023,  0.000064
58736,  0.000064,  0.000061
58737,  0.000042,  0.000066
58738, -0.000005,  0.000075
58739, -0.000054,  0.000086
58740, -0.000066,  0.000099
58741, -0.000055,  0.000111
58742, -0.000036,  0.000123
58743, -0.000016,  0.000132
58744, -0.000013,  0.000134
58745, -0.000014,  0.000134
58746, -0.000013,  0.000137
58747,  0.000016,  0.000185
58748,  0.000056,  0.000243
58749,  0.000082,  0.000269
58750,  0.000081,  0.000239
58751,  0.000033,  0.000114
58752,  0.000038,  0.000058
58753,  0.000093,  0.000084
58754,  0.000074,  0.000102
58755,  0.000003,  0.000106
58756, -0.000066,  0.000113
58757, -0.000100,  0.000124
58758, -0.000059,  0.000141
58759, -0.000001,  0.000157
58760,  0.000051,  0.000168
58761,  0.000096,  0.000176
58762,  0.000129,  0.000181
58763,  0.000147,  0.000185
58764,  0.000144,  0.000187
58765,  0.000117,  0.000188
58766,  0.000037,  0.000192
58767, -0.000040,  0.000193
58768, -0.000049,  0.000180
58769, -0.000005,  0.000159
58770,  0.000057,  0.000137
58771,  0.000119,  0.000120
58772,  0.000118,  0.000130
58773,  0.000093,  0.000149
58774,  0.000064,  0.000170
58775,  0.000053,  0.000173
58776,  0.000054,  0.000166
58777,  0.000061,  0.000160
58778,  0.000072,  0.000156
58779,  0.000088,  0.000173
58780,  0.000104,  0.000196
58781,  0.000117,  0.000216
58782,  0.000114,  0.000208
58783,  0.000102,  0.000186
58784,  0.000085,  0.000167
58785,  0.000068,  0.000159
58786,  0.000053,  0.000182
58787,  0.000042,  0.000217
58788,  0.000049,  0.000238
58789,  0.000072,  0.000246
58790,  0.000101,  0.000244
58791,  0.000130,  0.000233
58792,  0.000155,  0.000214
58793,  0.000160,  0.000180
58794,  0.000156,  0.000143
58795,  0.000145,  0.000111
58796,  0.000125,  0.000097
58797,  0.000101,  0.000098
58798,  0.000076,  0.000111
58799,  0.000051,  0.000134
58800,  0.000032,  0.000176
58801,  0.000019,  0.000223
58802,  0.000011,  0.000262
58803,  0.000014,  0.000260
58804,  0.000026,  0.000233
58805,  0.000044,  0.000199
58806,  0.000069,  0.000166
58807,  0.000108,  0.000163
58808,  0.000148,  0.000171
58809,  0.000177,  0.000181
58810,  0.000166,  0.000174
58811,  0.000128,  0.000161
58812,  0.000080,  0.000155
58813,  0.000030,  0.000162
58814, -0.000013,  0.000192
58815, -0.000037,  0.000213
58816, -0.000036,  0.000211
58817, -0.000018,  0.000194
58818,  0.000012,  0.000167
58819,  0.000051,  0.000133
58820,  0.000093,  0.000098
58821,  0.000134,  0.000064
58822,  0.000169,  0.000036
58823,  0.000194,  0.000019
58824,  0.000130,  0.000075
58825,  0.000062,  0.000137
58826,  0.000036,  0.000170
58827,  0.000068,  0.000162
58828,  0.000184,  0.000094
58829,  0.000221,  0.000064
58830,  0.000171,  0.000082
58831,  0.000170,  0.000113
58832,  0.000215,  0.000146
58833,  0.000264,  0.000174
58834,  0.000300,  0.000187
58835,  0.000306,  0.000176
58836,  0.000227,  0.000108
58837,  0.000137,  0.000028
58838,  0.000112, -0.000025
58839,  0.000141, -0.000050
58840,  0.000190, -0.000053
58841,  0.000240, -0.000035
58842,  0.000230,  0.000021
58843,  0.000202,  0.000088
58844,  0.000177,  0.000146
58845,  0.000187,  0.000137
58846,  0.000220,  0.000089
58847,  0.000264,  0.000033
58848,  0.000311, -0.000015
58849,  0.000358, -0.000007
58850,  0.000397,  0.000024
58851,  0.000424,  0.000061
58852,  0.000398,  0.000079
58853,  0.000337,  0.000083
58854,  0.000266,  0.000080
58855,  0.000196,  0.000070
58856,  0.000139,  0.000056
58857,  0.000122,  0.000035
58858,  0.000120,  0.000015
58859,  0.000117,  0.000006
58860,  0.000114,  0.000008
58861,  0.000112,  0.000021
58862,  0.000114,  0.000044
58863,  0.000097,  0.000140
58864,  0.000116,  0.000161
58865,  0.000217, -0.000005
58866,  0.000281, -0.000142
58867,  0.000266, -0.000158
58868,  0.000211, -0.000107
58869,  0.000146, -0.000023
58870,  0.000096,  0.000063
58871,  0.000125,  0.000087
58872,  0.000176,  0.000093
58873,  0.000229,  0.000095
58874,  0.000277,  0.000092
58875,  0.000314,  0.000085
58876,  0.000334,  0.000075
58877,  0.000303,  0.000058
58878,  0.000254,  0.000040
58879,  0.000208,  0.000023
58880,  0.000212,  0.000022
58881,  0.000246,  0.000028
58882,  0.000287,  0.000037
58883,  0.000325,  0.000044
58884,  0.000331,  0.000043
58885,  0.000321,  0.000036
58886,  0.000303,  0.000025
58887,  0.000285, -0.000013
58888,  0.000265, -0.000055
58889,  0.000239, -0.000082
58890,  0.000206, -0.000078
58891,  0.000122,  0.000032
58892,  0.000091,  0.000112
58893,  0.000196,  0.000066
58894,  0.000297, -0.000002
58895,  0.000334, -0.000040
58896,  0.000338, -0.000060
58897,  0.000323, -0.000062
58898,  0.000329, -0.000041
58899,  0.000338, -0.000009
58900,  0.000340,  0.000024
58901,  0.000328,  0.000038
58902,  0.000307,  0.000038
58903,  0.000285,  0.000032
58904,  0.000266,  0.000025
58905,  0.000261,  0.000022
58906,  0.000265,  0.000020
58907,  0.000272,  0.000019
58908,  0.000285,  0.000016
58909,  0.000299,  0.000013
58910,  0.000314,  0.000010
58911,  0.000327,  0.000008
58912,  0.000335,  0.000012
58913,  0.000338,  0.000014
58914,  0.000335,  0.000009
58915,  0.000311, -0.000032
58916,  0.000278, -0.000089
58917,  0.000246, -0.000140
58918,  0.000222, -0.000173
58919,  0.000230, -0.000142
58920,  0.000253, -0.000082
58921,  0.000279, -0.000014
58922,  0.000296,  0.000044
58923,  0.000306,  0.000087
58924,  0.000309,  0.000113
58925,  0.000304,  0.000114
58926,  0.000280,  0.000057
58927,  0.000251, -0.000024
58928,  0.000227, -0.000105
58929,  0.000241, -0.000149
58930,  0.000274, -0.000164
58931,  0.000307, -0.000160
58932,  0.000329, -0.000138
58933,  0.000295, -0.000088
58934,  0.000243, -0.000028
58935,  0.000196,  0.000026
58936,  0.000206,  0.000043
58937,  0.000248,  0.000033
58938,  0.000294,  0.000008
58939,  0.000330, -0.000028
58940,  0.000305, -0.000073
58941,  0.000257, -0.000120
58942,  0.000208, -0.000160
58943,  0.000206, -0.000171
58944,  0.000228, -0.000161
58945,  0.000244, -0.000143
58946,  0.000243, -0.000121
58947,  0.000188, -0.000104
58948,  0.000115, -0.000088
58949,  0.000070, -0.000066
58950,  0.000053, -0.000041
58951,  0.000055, -0.000017
58952,  0.000072,  0.000001
58953,  0.000100,  0.000010
58954,  0.000137,  0.000008
58955,  0.000185, -0.000026
58956,  0.000229, -0.000058
58957,  0.000238, -0.000037
58958,  0.000222,  0.000017
58959,  0.000200,  0.000070
58960,  0.000184,  0.000095
58961,  0.000200,  0.000039
58962,  0.000227, -0.000051
58963,  0.000239, -0.000107
58964,  0.000235, -0.000131
58965,  0.000223, -0.000135
58966,  0.000205, -0.000126
58967,  0.000186, -0.000108
58968,  0.000167, -0.000086
58969,  0.000151, -0.000065
58970,  0.000165, -0.000073
58971,  0.000190, -0.000092
58972,  0.000212, -0.000112
58973,  0.000229, -0.000131
58974,  0.000237, -0.000150
58975,  0.000222, -0.000168
58976,  0.000198, -0.000181
58977,  0.000172, -0.000187
58978,  0.000153, -0.000171
58979,  0.000140, -0.000143
58980,  0.000132, -0.000114
58981,  0.000131, -0.000089
58982,  0.000146, -0.000089
58983,  0.000165, -0.000100
58984,  0.000181, -0.000113
58985,  0.000173, -0.000117
58986,  0.000151, -0.000114
58987,  0.000127, -0.000109
58988,  0.000108, -0.000103
58989,  0.000116, -0.000098
58990,  0.000134, -0.000093
58991,  0.000152, -0.000088
58992,  0.000135, -0.000071
58993,  0.000100, -0.000051
58994,  0.000069, -0.000038
58995,  0.000052, -0.000039
58996,  0.000061, -0.000058
58997,  0.000132, -0.000121
58998,  0.000215, -0.000192
58999,  0.000239, -0.000226
59000,  0.000213, -0.000225
59001,  0.000167, -0.000207
59002,  0.000116, -0.000180
59003,  0.000076, -0.000154
59004,  0.000084, -0.000144
59005,  0.000106, -0.000139
59006,  0.000116, -0.000130
59007,  0.000116, -0.000118
59008,  0.000112, -0.000108
59009,  0.000105, -0.000099
59010,  0.000092, -0.000097
59011,  0.000087, -0.000095
59012,  0.000136, -0.000062
59013,  0.000225, -0.000008
59014,  0.000322,  0.000048
59015,  0.000407,  0.000094
59016,  0.000460,  0.000118
59017,  0.000395,  0.000064
59018,  0.000290, -0.000016
59019,  0.000186, -0.000094
59020,  0.000135, -0.000128
59021,  0.000124, -0.000132
59022,  0.000133, -0.000124
59023,  0.000157, -0.000109
59024,  0.000195, -0.000101
59025,  0.000234, -0.000096
59026,  0.000266, -0.000094
59027,  0.000251, -0.000096
59028,  0.000208, -0.000103
59029,  0.000161, -0.000115
59030,  0.000121, -0.000130
59031,  0.000112, -0.000151
59032,  0.000117, -0.000173
59033,  0.000133, -0.000190
59034,  0.000154, -0.000200
59035,  0.000176, -0.000204
59036,  0.000192, -0.000203
59037,  0.000199, -0.000196
59038,  0.000174, -0.000177
59039,  0.000138, -0.000154
59040,  0.000105, -0.000134
59041,  0.000093, -0.000130
59042,  0.000096, -0.000134
59043,  0.000106, -0.000143
59044,  0.000120, -0.000152
59045,  0.000130, -0.000153
59046,  0.000139, -0.000152
59047,  0.000149, -0.000150
59048,  0.000164, -0.000153
59049,  0.000180, -0.000158
59050,  0.000190, -0.000162
59051,  0.000192, -0.000163
59052,  0.000162, -0.000155
59053,  0.000123, -0.000144
59054,  0.000090, -0.000131
59055,  0.000099, -0.000124
59056,  0.000132, -0.000120
59057,  0.000169, -0.000114
59058,  0.000200, -0.000105
59059,  0.000190, -0.000083
59060,  0.000164, -0.000058
59061,  0.000132, -0.000031
59062,  0.000106, -0.000006
59063,  0.000085,  0.000015
59064,  0.000071,  0.000030
59065,  0.000063,  0.000037
59066,  0.000072,  0.000027
59067,  0.000088,  0.000008
59068,  0.000109, -0.000015
59069,  0.000130, -0.000034
59070,  0.000149, -0.000049
59071,  0.000167, -0.000064
59072,  0.000182, -0.000078
59073,  0.000193, -0.000092
59074,  0.000196, -0.000106
59075,  0.000196, -0.000120
59076,  0.000187, -0.000141
59077,  0.000173, -0.000167
59078,  0.000162, -0.000189
59079,  0.000159, -0.000204
59080,  0.000169, -0.000206
59081,  0.000215, -0.000182
59082,  0.000258, -0.000149
59083,  0.000238, -0.000122
59084,  0.000170, -0.000103
59085,  0.000089, -0.000089
59086,  0.000019, -0.000083
59087,  0.000025, -0.000090
59088,  0.000064, -0.000102
59089,  0.000113, -0.000112
59090,  0.000148, -0.000104
59091,  0.000172, -0.000086
59092,  0.000192, -0.000067
59093,  0.000208, -0.000052
59094,  0.000222, -0.000056
59095,  0.000233, -0.000068
59096,  0.000239, -0.000082
59097,  0.000241, -0.000093
59098,  0.000238, -0.000100
59099,  0.000228, -0.000102
59100,  0.000210, -0.000098
59101,  0.000182, -0.000086
59102,  0.000134, -0.000058
59103,  0.000087, -0.000029
59104,  0.000075, -0.000008
59105,  0.000089,  0.000001
59106,  0.000109,  0.000002
59107,  0.000122, -0.000008
59108,  0.000082, -0.000037
59109,  0.000027, -0.000072
59110, -0.000024, -0.000105
59111, -0.000024, -0.000118
59112,  0.000005, -0.000117
59113,  0.000039, -0.000109
59114,  0.000064, -0.000097
59115,  0.000036, -0.000092
59116, -0.000009, -0.000086
59117, -0.000049, -0.000072
59118, -0.000039, -0.000029
59119,  0.000001,  0.000028
59120,  0.000053,  0.000080
59121,  0.000106,  0.000114
59122,  0.000140,  0.000087
59123,  0.000163,  0.000035
59124,  0.000176, -0.000016
59125,  0.000164, -0.000025
59126,  0.000138, -0.000006
59127,  0.000108,  0.000020
59128,  0.000080,  0.000045
59129,  0.000070,  0.000047
59130,  0.000070,  0.000039
59131,  0.000074,  0.000029
59132,  0.000082,  0.000024
59133,  0.000092,  0.000023
59134,  0.000101,  0.000024
59135,  0.000109,  0.000028
59136,  0.000113,  0.000035
59137,  0.000111,  0.000045
59138,  0.000102,  0.000057
59139,  0.000075,  0.000064
59140,  0.000037,  0.000068
59141,  0.000005,  0.000073
59142, -0.000011,  0.000080
59143,  0.000037,  0.000103
59144,  0.000107,  0.000127
59145,  0.000178,  0.000142
59146,  0.000205,  0.000109
59147,  0.000205,  0.000053
59148,  0.000195,  0.000001
59149,  0.000185, -0.000032
59150,  0.000196,  0.000010
59151,  0.000216,  0.000083
59152,  0.000235,  0.000161
59153,  0.000256,  0.000185
59154,  0.000273,  0.000173
59155,  0.000278,  0.000150
59156,  0.000263,  0.000125
59157,  0.000224,  0.000106
59158,  0.000126,  0.000119
59159,  0.000030,  0.000134
59160,  0.000026,  0.000125
59161,  0.000092,  0.000096
59162,  0.000183,  0.000061
59163,  0.000271,  0.000027
59164,  0.000281,  0.000014
59165,  0.000254,  0.000011
59166,  0.000212,  0.000014
59167,  0.000153,  0.000019
59168,  0.000089,  0.000028
59169,  0.000034,  0.000037
59170, -0.000003,  0.000047
59171,  0.000017,  0.000054
59172,  0.000062,  0.000060
59173,  0.000115,  0.000064
59174,  0.000152,  0.000051
59175,  0.000175,  0.000033
59176,  0.000188,  0.000020
59177,  0.000191,  0.000022
59178,  0.000182,  0.000044
59179,  0.000158,  0.000118
59180,  0.000127,  0.000196
59181,  0.000094,  0.000227
59182,  0.000061,  0.000216
59183,  0.000034,  0.000177
59184,  0.000015,  0.000117
59185,  0.000337, -0.000170
59186,  0.000178, -0.000153
59187,  0.000075, -0.000141
59188,  0.000020, -0.000130
59189,  0.000003, -0.000121
59190,  0.000016, -0.000112
59191,  0.000047, -0.000103
59192,  0.000089, -0.000093
59193,  0.000131, -0.000081
59194,  0.000164, -0.000066
59195,  0.000149, -0.000034
59196,  0.000103,  0.000003
59197,  0.000050,  0.000033
59198,  0.000001,  0.000046
59199, -0.000017,  0.000005
59200, -0.000016, -0.000055
59201,  0.000001, -0.000111
59202,  0.000091, -0.000156
59203,  0.000201, -0.000172
59204,  0.000273, -0.000138
59205,  0.000269, -0.000038
59206,  0.000140,  0.000157
59207,  0.000056,  0.000308
59208,  0.000065,  0.000374
59209,  0.000115,  0.000381
59210,  0.000174,  0.000347
59211,  0.000205,  0.000287
59212,  0.000176,  0.000217
59213,  0.000037,  0.000157
59214, -0.000068,  0.000105
59215, -0.000081,  0.000232
59216, -0.000075,  0.000207
59217, -0.000019,  0.000168
59218,  0.000061,  0.000124
59219,  0.000143,  0.000080
59220,  0.000151,  0.000052
59221,  0.000142,  0.000034
59222,  0.000135,  0.000027
59223,  0.000149,  0.000097
59224,  0.000171,  0.000186
59225,  0.000187,  0.000236
59226,  0.000188,  0.000206
59227,  0.000170,  0.000035
59228,  0.000064, -0.000007
59229,  0.000196, -0.000042
59230,  0.000262, -0.000025
59231,  0.000216,  0.000047
59232,  0.000200,  0.000116
59233,  0.000189,  0.000172
59234,  0.000191,  0.000165
59235,  0.000199,  0.000122
59236,  0.000211,  0.000070
59237,  0.000210,  0.000063
59238,  0.000206,  0.000079
59239,  0.000209,  0.000097
59240,  0.000225,  0.000105
59241,  0.000283,  0.000092
59242,  0.000332,  0.000055
59243,  0.000333, -0.000014
59244,  0.000304, -0.000065
59245,  0.000258, -0.000078
59246,  0.000206, -0.000068
59247,  0.000158, -0.000045
59248,  0.000144, -0.000034
59249,  0.000145, -0.000022
59250,  0.000152, -0.000002
59251,  0.000105,  0.000058
59252,  0.000052,  0.000131
59253,  0.000050,  0.000189
59254,  0.000132,  0.000214
59255,  0.000585,  0.000167
59256,  0.000827,  0.000082
59257,  0.000417, -0.000025
59258, -0.000002, -0.000095
59259, -0.000131, -0.000105
59260, -0.000100, -0.000077
59261,  0.000025, -0.000026
59262,  0.000177,  0.000034
59263,  0.000236,  0.000084
59264,  0.000268,  0.000123
59265,  0.000277,  0.000126
59266,  0.000267,  0.000099
59267,  0.000246,  0.000055
59268,  0.000220,  0.000002
59269,  0.000197, -0.000055
59270,  0.000158, -0.000080
59271,  0.000110, -0.000072
59272,  0.000087, -0.000053
59273,  0.000095, -0.000032
59274,  0.000116, -0.000009
59275,  0.000142,  0.000009
59276,  0.000151, -0.000000
59277,  0.000159, -0.000016
59278,  0.000173, -0.000026
59279,  0.000217, -0.000004
59280,  0.000259,  0.000019
59281,  0.000257,  0.000008
59282,  0.000214, -0.000040
59283,  0.000195, -0.000080
59284,  0.000199, -0.000109
59285,  0.000215, -0.000123
59286,  0.000232, -0.000096
59287,  0.000249, -0.000046
59288,  0.000264,  0.000009
59289,  0.000275,  0.000056
59290,  0.000270,  0.000059
59291,  0.000259,  0.000043
59292,  0.000246,  0.000023
59293,  0.000221,  0.000061
59294,  0.000197,  0.000126
59295,  0.000187,  0.000172
59296,  0.000202,  0.000178
59297,  0.000249,  0.000119
59298,  0.000363, -0.000058
59299,  0.000288, -0.000028
59300,  0.000199,  0.000045
59301,  0.000201,  0.000051
59302,  0.000249,  0.000025
59303,  0.000322, -0.000018
59304,  0.000408, -0.000073
59305,  0.000375, -0.000032
59306,  0.000301,  0.000039
59307,  0.000244,  0.000091
59308,  0.000197,  0.000130
59309,  0.000163,  0.000152
59310,  0.000145,  0.000156
59311,  0.000146,  0.000138
59312,  0.000182,  0.000077
59313,  0.000227,  0.000015
59314,  0.000259,  0.000008
59315,  0.000278,  0.000039
59316,  0.000284,  0.000077
59317,  0.000276,  0.000100
59318,  0.000218,  0.000059
59319,  0.000193,  0.000003
59320,  0.000267, -0.000042
59321,  0.000305, -0.000068
59322,  0.000263, -0.000077
59323,  0.000187, -0.000075
59324,  0.000109, -0.000070
59325,  0.000125, -0.000070
59326,  0.000174, -0.000076
59327,  0.000223, -0.000090
59328,  0.000211, -0.000159
59329,  0.000171, -0.000245
59330,  0.000140, -0.000308
59331,  0.000139, -0.000322
59332,  0.000228, -0.000208
59333,  0.000325, -0.000075
59334,  0.000380,  0.000011
59335,  0.000336,  0.000056
59336,  0.000222,  0.000067
59337,  0.000132,  0.000047
59338,  0.000150,  0.000000
59339,  0.000414, -0.000075
59340,  0.000254, -0.000111
59341,  0.000137, -0.000089
59342,  0.000126, -0.000057
59343,  0.000120, -0.000043
59344,  0.000131, -0.000051
59345,  0.000155, -0.000089
59346,  0.000190, -0.000171
59347,  0.000246, -0.000193
59348,  0.000316, -0.000149
59349,  0.000327, -0.000098
59350,  0.000294, -0.000057
59351,  0.000251, -0.000029
59352,  0.000217, -0.000024
59353,  0.000214, -0.000054
59354,  0.000273, -0.000136
59355,  0.000283, -0.000221
59356,  0.000253, -0.000254
59357,  0.000210, -0.000229
59358,  0.000166, -0.000178
59359,  0.000131, -0.000125
59360,  0.000120, -0.000094
59361,  0.000170, -0.000151
59362,  0.000232, -0.000224
59363,  0.000254, -0.000250
59364,  0.000245, -0.000238
59365,  0.000224, -0.000208
59366,  0.000205, -0.000169
59367,  0.000225, -0.000151
59368,  0.000259, -0.000139
59369,  0.000290, -0.000127
59370,  0.000227, -0.000105
59371,  0.000142, -0.000081
59372,  0.000115, -0.000065
59373,  0.000197, -0.000063
59374,  0.000503, -0.000079
59375,  0.000295, -0.000141
59376,  0.000106, -0.000154
59377,  0.000189, -0.000101
59378,  0.000341, -0.000041
59379,  0.000369, -0.000041
59380,  0.000281, -0.000097
59381,  0.000224, -0.000147
59382,  0.000196, -0.000188
59383,  0.000184, -0.000217
59384,  0.000186, -0.000195
59385,  0.000192, -0.000150
59386,  0.000195, -0.000111
59387,  0.000187, -0.000095
59388,  0.000114, -0.000167
59389,  0.000081, -0.000232
59390,  0.000169, -0.000227
59391,  0.000247, -0.000212
59392,  0.000263, -0.000212
59393,  0.000246, -0.000215
59394,  0.000212, -0.000215
59395,  0.000197, -0.000188
59396,  0.000189, -0.000150
59397,  0.000185, -0.000112
59398,  0.000219, -0.000095
59399,  0.000269, -0.000091
59400,  0.000313, -0.000090
59401,  0.000334, -0.000090
59402,  0.000321, -0.000086
59403,  0.000249, -0.000076
59404,  0.000190, -0.000032
59405,  0.000171, -0.000001
59406,  0.000186, -0.000004
59407,  0.000218, -0.000025
59408,  0.000252, -0.000056
59409,  0.000241, -0.000071
59410,  0.000214, -0.000081
59411,  0.000187, -0.000091
59412,  0.000173, -0.000094
59413,  0.000170, -0.000096
59414,  0.000173, -0.000101
59415,  0.000184, -0.000112
59416,  0.000208, -0.000151
59417,  0.000234, -0.000194
59418,  0.000255, -0.000227
59419,  0.000259, -0.000204
59420,  0.000247, -0.000150
59421,  0.000219, -0.000094
59422,  0.000173, -0.000051
59423,  0.000104, -0.000040
59424,  0.000076, -0.000060
59425,  0.000093, -0.000100
59426,  0.000174, -0.000134
59427,  0.000277, -0.000157
59428,  0.000347, -0.000163
59429,  0.000338, -0.000148
59430,  0.000170, -0.000101
59431,  0.000235, -0.000073
59432,  0.000353, -0.000050
59433,  0.000386, -0.000021
59434,  0.000376,  0.000005
59435,  0.000336,  0.000020
59436,  0.000279,  0.000019
59437,  0.000218, -0.000005
59438,  0.000176, -0.000109
59439,  0.000144, -0.000175
59440,  0.000125, -0.000111
59441,  0.000119, -0.000005
59442,  0.000125, -0.000007
59443,  0.000143, -0.000052
59444,  0.000172, -0.000117
59445,  0.000220, -0.000162
59446,  0.000273, -0.000196
59447,  0.000334, -0.000200
59448,  0.000387, -0.000183
59449,  0.000411, -0.000156
59450,  0.000387, -0.000131
59451,  0.000202, -0.000130
59452,  0.000073, -0.000127
59453,  0.000157, -0.000105
59454,  0.000253, -0.000054
59455,  0.000280,  0.000017
59456,  0.000272,  0.000082
59457,  0.000250,  0.000118
59458,  0.000268,  0.000037
59459,  0.000293, -0.000089
59460,  0.000309, -0.000218
59461,  0.000207, -0.000263
59462,  0.000056, -0.000249
59463, -0.000062, -0.000208
59464, -0.000102, -0.000150
59465, -0.000016, -0.000085
59466,  0.000296, -0.000015
59467,  0.000288, -0.000046
59468,  0.000191, -0.000094
59469,  0.000170, -0.000113
59470,  0.000181, -0.000118
59471,  0.000211, -0.000117
59472,  0.000233, -0.000130
59473,  0.000253, -0.000142
59474,  0.000271, -0.000149
59475,  0.000278, -0.000120
59476,  0.000273, -0.000077
59477,  0.000259, -0.000044
59478,  0.000233, -0.000034
59479,  0.000170, -0.000107
59480,  0.000136, -0.000150
59481,  0.000186, -0.000080
59482,  0.000225, -0.000032
59483,  0.000232, -0.000033
59484,  0.000226, -0.000058
59485,  0.000216, -0.000091
59486,  0.000233, -0.000092
59487,  0.000258, -0.000085
59488,  0.000283, -0.000081
59489,  0.000319, -0.000108
59490,  0.000349, -0.000146
59491,  0.000354, -0.000176
59492,  0.000320, -0.000185
59493,  0.000173, -0.000117
59494,  0.000050, -0.000068
59495,  0.000043, -0.000103
59496,  0.000083, -0.000130
59497,  0.000128, -0.000110
59498,  0.000176, -0.000071
59499,  0.000217, -0.000027
59500,  0.000243,  0.000005
59501,  0.000231, -0.000014
59502,  0.000208, -0.000045
59503,  0.000193, -0.000054
59504,  0.000187, -0.000048
59505,  0.000187, -0.000039
59506,  0.000192, -0.000037
59507,  0.000204, -0.000076
59508,  0.000220, -0.000126
59509,  0.000236, -0.000165
59510,  0.000247, -0.000144
59511,  0.000254, -0.000087
59512,  0.000256, -0.000027
59513,  0.000252,  0.000021
59514,  0.000238,  0.000000
59515,  0.000219, -0.000048
59516,  0.000201, -0.000100
59517,  0.000207, -0.000115
59518,  0.000224, -0.000105
59519,  0.000241, -0.000085
59520,  0.000249, -0.000061
59521,  0.000243, -0.000038
59522,  0.000193, -0.000026
59523,  0.000144, -0.000021
59524,  0.000152, -0.000033
59525,  0.000203, -0.000056
59526,  0.000267, -0.000081
59527,  0.000324, -0.000100
59528,  0.000313, -0.000087
59529,  0.000276, -0.000064
59530,  0.000234, -0.000041
59531,  0.000219, -0.000053
59532,  0.000221, -0.000080
59533,  0.000229, -0.000105
59534,  0.000240, -0.000117
59535,  0.000254, -0.000072
59536,  0.000262, -0.000010
59537,  0.000256,  0.000043
59538,  0.000123,  0.000029
59539, -0.000043, -0.000025
59540, -0.000140, -0.000087
59541, -0.000101, -0.000141
59542,  0.000183, -0.000176
59543,  0.000223, -0.000115
59544,  0.000318,  0.000040
59545,  0.000388,  0.000124
59546,  0.000344,  0.000088
59547,  0.000264, -0.000004
59548,  0.000199, -0.000111
59549,  0.000214, -0.000186
59550,  0.000243, -0.000188
59551,  0.000268, -0.000132
59552,  0.000277, -0.000099
59553,  0.000274, -0.000092
59554,  0.000263, -0.000095
59555,  0.000249, -0.000103
59556,  0.000234, -0.000111
59557,  0.000222, -0.000118
59558,  0.000215, -0.000125
59559,  0.000259, -0.000112
59560,  0.000315, -0.000094
59561,  0.000340, -0.000086
59562,  0.000307, -0.000097
59563,  0.000175, -0.000141
59564,  0.000123, -0.000155
59565,  0.000164, -0.000135
59566,  0.000203, -0.000113
59567,  0.000228, -0.000093
59568,  0.000248, -0.000073
59569,  0.000257, -0.000058
59570,  0.000240, -0.000050
59571,  0.000216, -0.000052
59572,  0.000222, -0.000093
59573,  0.000248, -0.000162
59574,  0.000275, -0.000236
59575,  0.000291, -0.000300
59576,  0.000283, -0.000340
59577,  0.000215, -0.000317
59578,  0.000134, -0.000272
59579,  0.000084, -0.000240
59580,  0.000066, -0.000221
59581,  0.000067, -0.000208
59582,  0.000082, -0.000200
59583,  0.000106, -0.000194
59584,  0.000132, -0.000189
59585,  0.000160, -0.000183
59586,  0.000188, -0.000173
59587,  0.000236, -0.000135
59588,  0.000282, -0.000087
59589,  0.000300, -0.000053
59590,  0.000275, -0.000046
59591,  0.000085, -0.000143
59592, -0.000029, -0.000206
59593,  0.000117, -0.000133
59594,  0.000248, -0.000060
59595,  0.000257, -0.000043
59596,  0.000211, -0.000061
59597,  0.000151, -0.000103
59598,  0.000119, -0.000160
59599,  0.000170, -0.000226
59600,  0.000200, -0.000218
59601,  0.000206, -0.000249
59602,  0.000195, -0.000324
59603,  0.000164, -0.000335
59604,  0.000113, -0.000188
59605,  0.000034,  0.000262
59606,  0.000046,  0.000291
59607,  0.000141, -0.000099
59608,  0.000181, -0.000309
59609,  0.000174, -0.000338
59610,  0.000158, -0.000303
59611,  0.000151, -0.000234
59612,  0.000220, -0.000153
59613,  0.000260, -0.000108
59614,  0.000197, -0.000149
59615,  0.000139, -0.000167
59616,  0.000129, -0.000126
